offerdLoad,throughput,numOfTransmissions,numOfCollisions,fracMediaFree,numPktPerNode,avgLatencyPerNode
9.0,0.74163783633,156042,56042,0.516731805,10000,6818629.82009

9.1,0.740746308437,156338,56338,0.516153975414,10000,6814557.64654

9.2,0.74266529848,156851,56851,0.515754204306,10000,6832478.53777

9.3,0.740569725746,156424,56424,0.516839059269,10000,6836894.21973

9.4,0.74211199915,156109,56109,0.516067152186,10000,6838677.98754

9.5,0.742623364359,156082,56082,0.516318139579,10000,6848650.72977

9.6,0.742227664542,156051,56051,0.515855232875,10000,6830395.81996

9.7,0.742418227187,155961,55961,0.515343392591,10000,6835953.09685

9.8,0.742215319081,155445,55445,0.516616088211,10000,6850464.08367

9.9,0.743282175322,155806,55806,0.515979036646,10000,6849996.61427

